sl_no,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
2863,U001,200881076,ALBERT co,07:16.6,2020,1930637830,00:00.0,00:00.0,00:00.0,NAA8,85108.71,16-30
2864,U001,200769623,WAL-MAR corp,43:27.5,2020,1930599072,00:00.0,00:00.0,00:00.0,NAH4,7990.39,0-15
2865,U001,200748108,KROGER trust,09:28.2,2020,1930737390,00:00.0,00:00.0,00:00.0,NAA8,88748.3,0-15
2866,U001,200705372,FR co,16:16.4,2020,1930858223,00:00.0,00:00.0,00:00.0,NAA8,14668.84,
2867,U001,200782001,GORDO corporation,53:47.1,2020,1930813326,00:00.0,00:00.0,00:00.0,NAA8,28971.15,
2868,CA02,140104429,COSTCO systems,36:31.4,2020,2960629493,00:00.0,00:00.0,00:00.0,CA10,59082.9861,0-15
2869,U001,200769623,WAL-MAR ,32:15.3,2020,1930661424,00:00.0,00:00.0,00:00.0,NAH4,12042.02,0-15
2870,U001,200769623,WAL-MAR corporation,28:05.4,2020,1930764241,00:00.0,00:00.0,00:00.0,NAH4,31329.2,0-15
2871,U001,200714710,SYSCO  corp,26:57.1,2020,1930580654,00:00.0,00:00.0,00:00.0,NAA8,26938.55,0-15
2872,U001,200762301,C&S WH foundation,54:49.2,2020,1930638213,00:00.0,00:00.0,00:00.0,NAC6,14194.36,0-15
2873,U001,200769623,WAL-MAR us,25:24.7,2020,1930665785,00:00.0,00:00.0,00:00.0,NAH4,69308.97,0-15
2874,U001,200769623,WAL-MAR systems,26:20.2,2020,1930686513,00:00.0,00:00.0,00:00.0,NAH4,62151.56,0-15
2875,U001,200770567,LABAT in,40:14.4,2020,1930782119,00:00.0,00:00.0,00:00.0,NAA8,57087.76,0-15
2876,U001,200230690,DECA systems,05:35.1,2020,1930599814,00:00.0,00:00.0,00:00.0,NAM4,110.04,
2877,U001,CCU013,KRAFT F co,45:06.0,2020,1930635632,00:00.0,00:00.0,00:00.0,NAX2,22007.4,31-45
2878,U001,CCU013,KRAFT F corp,15:26.0,2020,1930684057,00:00.0,00:00.0,00:00.0,NAX2,23580,31-45
2879,U001,200790107,ROU associates,58:47.9,2020,1930817850,00:00.0,00:00.0,00:00.0,NAC6,87827.11,0-15
2880,U001,200772670,ASSOCIAT systems,23:18.7,2020,1930718072,00:00.0,00:00.0,00:00.0,NAU5,18627.55,0-15
2881,U005,100025658,PEA co,38:31.8,2020,1930795208,00:00.0,00:00.0,00:00.0,NAD5,3901.32,0-15
2882,U001,200854853,MARTIN  corporation,15:01.6,2020,1930664065,00:00.0,00:00.0,00:00.0,NAA8,21464.82,0-15
2883,U001,200769623,WAL-MAR trust,13:04.8,2020,1930717239,00:00.0,00:00.0,00:00.0,NAH4,6625.3,0-15
2884,U001,200769623,WAL-MAR corporation,41:27.5,2020,1930681779,00:00.0,00:00.0,00:00.0,NAH4,31819.27,0-15
2885,U001,200762301,C&S WH trust,56:44.1,2020,1930704992,00:00.0,00:00.0,00:00.0,NAC6,13711.71,
2886,U001,200769623,WAL-MAR foundation,20:30.5,2020,1930587507,00:00.0,00:00.0,00:00.0,NAH4,35489.29,0-15
2887,U001,200769623,WAL-MAR us,08:10.6,2020,1930585520,00:00.0,00:00.0,00:00.0,NAH4,65617.93,0-15
2888,U001,200806580,BE co,45:12.7,2020,1930655120,00:00.0,00:00.0,00:00.0,NAA8,5745.6,
2889,U001,100031704,DELHAIZE ,23:12.8,2020,1930839125,00:00.0,00:00.0,00:00.0,NAA8,24129.22,
2890,U002,200825136,COLOME corporation,20:29.6,2020,1990571572,00:00.0,00:00.0,00:00.0,NA38,82527.18,0-15
2891,U001,200936373,SUPE in,42:44.8,2020,1930832388,00:00.0,00:00.0,00:00.0,NAA8,33312.97,0-15
2892,U001,200794332,COST us,05:51.2,2020,1930801014,00:00.0,00:00.0,00:00.0,NAAX,43345.2,0-15
2893,U001,200416837,DEC in,46:53.1,2020,1930803517,00:00.0,00:00.0,00:00.0,NAM2,5673.7,
2894,U001,200769623,WAL-MAR associates,33:46.4,2020,1930809205,00:00.0,00:00.0,00:00.0,NAH4,27069.48,0-15
2895,U001,200418007,AM corp,28:13.0,2020,1930756805,00:00.0,00:00.0,00:00.0,NAA8,21860.5,0-15
2896,U001,200769623,WAL-MAR corp,48:28.6,2020,1930638648,00:00.0,00:00.0,00:00.0,NAH4,24006.55,0-15
2897,U001,200792734,MDV/ llc,10:36.6,2020,1930755489,00:00.0,00:00.0,00:00.0,NAA8,4270.29,0-15
2898,U001,200769623,WAL-MAR systems,57:08.5,2020,1930703511,00:00.0,00:00.0,00:00.0,NAH4,32663.02,0-15
2899,U001,200762301,C&S WH systems,15:47.9,2020,1930686919,00:00.0,00:00.0,00:00.0,NAGD,50554.29,0-15
2900,U001,200769623,WAL-MAR associates,08:16.8,2020,1930581384,00:00.0,00:00.0,00:00.0,NAH4,56493.62,0-15
2901,U001,200769623,WAL-MAR systems,48:03.4,2020,1930796372,00:00.0,00:00.0,00:00.0,NAH4,887.17,0-15
2902,U001,200729828,KENNETH corporation,55:35.6,2020,1930666834,00:00.0,00:00.0,00:00.0,NAA8,49217.93,0-15
2903,U001,200726979,BJ'S  co,38:24.1,2020,1930622267,00:00.0,00:00.0,00:00.0,NAA8,464.94,0-15
2904,U001,200726979,BJ'S  llc,54:27.9,2020,1930842711,00:00.0,00:00.0,00:00.0,NAA8,380.77,0-15
2905,U001,200761734,H E BUT us,36:04.6,2020,1930769620,00:00.0,00:00.0,00:00.0,NAA8,22249.11,
2906,U001,200762301,C&S WH llc,56:54.1,2020,1930739525,00:00.0,00:00.0,00:00.0,NAC6,4662.15,
2907,U001,100059208,ARMADA W corp,16:09.4,2020,1930730528,00:00.0,00:00.0,00:00.0,NAD1,80839,16-30
2908,U001,200769623,WAL-MAR associates,44:14.4,2020,1930581483,00:00.0,00:00.0,00:00.0,NAH4,14894.96,0-15
2909,U001,200124052,VENT llc,11:53.7,2020,1930660426,00:00.0,00:00.0,00:00.0,NAD4,19840.95,0-15
2910,U001,200779719,FOOD 4 corp,57:53.1,2020,1930693665,00:00.0,00:00.0,00:00.0,NAA8,19436.32,
2911,U001,200078595,NORTHERN corporation,41:14.8,2020,1930783541,00:00.0,00:00.0,00:00.0,NAA8,9615.89,0-15
2912,U001,200769623,WAL-MAR in,44:35.1,2020,1930652249,00:00.0,00:00.0,00:00.0,NAH4,36114.1,0-15
2913,U001,200799367,MCL llc,05:20.1,2020,1930637451,00:00.0,00:00.0,00:00.0,NAA8,28404.23,0-15
2914,U001,200704858,WAKE us,44:55.7,2020,1930747084,00:00.0,00:00.0,00:00.0,NAA8,9207.28,0-15
2915,U001,200779906,BOZZU co,16:56.7,2020,1930639579,00:00.0,00:00.0,00:00.0,NAA8,54122.58,0-15
2916,U001,200762301,C&S WH systems,58:50.6,2020,1930756431,00:00.0,00:00.0,00:00.0,NAGD,11515.84,
2917,U001,200772670,ASSOCIAT llc,31:22.1,2020,1930639689,00:00.0,00:00.0,00:00.0,NAU5,373.43,0-15
2918,U001,200726979,BJ'S  us,00:56.7,2020,1930724998,00:00.0,00:00.0,00:00.0,NAA8,63.46,
2919,U001,200769623,WAL-MAR in,21:42.9,2020,1930711466,00:00.0,00:00.0,00:00.0,NAH4,33635.14,0-15
2920,U001,200780383,MEIJ trust,30:17.1,2020,1930705588,00:00.0,00:00.0,00:00.0,NAA8,37253.21,0-15
2921,U001,200909198,TAP trust,50:35.3,2020,1930818583,00:00.0,00:00.0,00:00.0,NA32,2042.56,0-15
2922,U001,200759878,SA llc,02:50.7,2020,1930729971,00:00.0,00:00.0,00:00.0,NAH4,29677.79,0-15
2923,U001,200762301,C&S WH corp,03:38.9,2020,1930618533,00:00.0,00:00.0,00:00.0,NAC6,107163.63,0-15
2924,U001,200799367,MCL corp,17:59.3,2020,1930672195,00:00.0,00:00.0,00:00.0,NAA8,27740.21,0-15
2925,U001,200726979,BJ'S  us,57:53.6,2020,1930774462,00:00.0,00:00.0,00:00.0,NAA8,126.92,
2926,U001,200769623,WAL-MAR us,03:04.4,2020,1930781563,00:00.0,00:00.0,00:00.0,NAH4,5453.66,0-15
2927,U001,200769623,WAL-MAR in,19:26.1,2020,1930673870,00:00.0,00:00.0,00:00.0,NAH4,19226.15,0-15
2928,U001,200769623,WAL-MAR corp,44:41.9,2020,1930800361,00:00.0,00:00.0,00:00.0,NAH4,22211.08,0-15
2929,U001,200718130,SYSCO F trust,40:43.1,2020,1930598816,00:00.0,00:00.0,00:00.0,NAA8,37270.12,0-15
2930,U001,200726979,BJ'S  co,15:13.2,2020,1930689328,00:00.0,00:00.0,00:00.0,NAA8,713.64,0-15
2931,U001,200769623,WAL-MAR ,22:05.7,2020,1930808805,00:00.0,00:00.0,00:00.0,NAH4,596.77,0-15
2932,U001,200769623,WAL-MAR trust,42:23.0,2020,1930710200,00:00.0,00:00.0,00:00.0,NAH4,32293.7,0-15
2933,U001,200772670,ASSOCIAT co,13:55.0,2020,1930576073,00:00.0,00:00.0,00:00.0,NAU5,18543.6,0-15
2934,U001,200707822,PUBLI in,33:19.4,2020,1930682342,00:00.0,00:00.0,00:00.0,NAA8,88850.04,0-15
2935,U001,200707822,PUBLI co,49:37.0,2020,1930801051,00:00.0,00:00.0,00:00.0,NAA8,42159.48,0-15
2936,U001,200744019,TARG co,09:28.4,2020,1930660461,00:00.0,00:00.0,00:00.0,NAA8,60715.46,16-30
2937,U001,200726979,BJ'S  ,53:18.8,2020,1930610067,00:00.0,00:00.0,00:00.0,NAA8,567.26,0-15
2938,U001,200772670,ASSOCIAT systems,38:32.7,2020,1930685010,00:00.0,00:00.0,00:00.0,NAU5,3587.62,0-15
2939,U001,200794332,COST corp,09:29.3,2020,1930585413,00:00.0,00:00.0,00:00.0,NAGD,9793.06,
2940,CA02,140106408,WAL-M corporation,00:29.2,2020,2960622235,00:00.0,00:00.0,00:00.0,CA10,96705.164,16-30
2941,U001,200689451,PORK foundation,12:41.1,2020,1930822032,00:00.0,00:00.0,00:00.0,NAA8,130976.53,0-15
2942,U001,200744019,TARG us,14:36.0,2020,1930699982,00:00.0,00:00.0,00:00.0,NAA8,11328.88,0-15
2943,U001,200707822,PUBLI corp,53:30.8,2020,1930850556,00:00.0,00:00.0,00:00.0,NAA8,115652.18,0-15
2944,CA02,140105652,DOLLAR associates,59:09.3,2020,2960620031,00:00.0,00:00.0,00:00.0,CA10,4390.425,0-15
2945,U001,200769623,WAL-MAR systems,09:34.7,2020,1930731994,00:00.0,00:00.0,00:00.0,NAH4,26660.34,0-15
2946,CA02,100030194,AMAZO co,57:03.7,2020,2960628321,00:00.0,00:00.0,00:00.0,CA10,721.349,16-30
2947,U001,200769623,WAL-MAR co,55:34.5,2020,1930776519,00:00.0,00:00.0,00:00.0,NAH4,69510,0-15
2948,U001,200780383,MEIJ corporation,52:35.5,2020,1930697833,00:00.0,00:00.0,00:00.0,NAA8,123689.58,0-15
2949,U001,200915438,GROC corp,19:08.7,2020,1930580543,00:00.0,00:00.0,00:00.0,NAA8,7692.63,0-15
2950,U001,200705742,DOT llc,09:02.2,2020,1930703858,00:00.0,00:00.0,00:00.0,NAAW,3796.38,
2951,U001,200418007,AM corporation,53:26.5,2020,1930739092,00:00.0,00:00.0,00:00.0,NAA8,5848.15,0-15
2952,U001,200769623,WAL-MAR trust,43:27.5,2020,1930597726,00:00.0,00:00.0,00:00.0,NAH4,10447.69,0-15
2953,U001,200794332,COST trust,09:39.0,2020,1930655634,00:00.0,00:00.0,00:00.0,NAGD,1843.86,
2954,U001,200776463,KROGE llc,59:44.3,2020,1930688593,00:00.0,00:00.0,00:00.0,NAA8,131411.98,0-15
2955,U001,200418007,AM llc,38:09.1,2020,1930773582,00:00.0,00:00.0,00:00.0,NAGD,286.44,0-15
2956,U001,200726979,BJ'S  llc,45:03.4,2020,1930677236,00:00.0,00:00.0,00:00.0,NAA8,55.35,
2957,U001,200762301,C&S WH foundation,57:13.9,2020,1930630315,00:00.0,00:00.0,00:00.0,NAC6,1994.02,0-15
2958,U001,200769623,WAL-MAR llc,48:03.4,2020,1930800234,00:00.0,00:00.0,00:00.0,NAH4,3270.04,0-15
2959,U001,200772670,ASSOCIAT systems,16:07.7,2020,1930814550,00:00.0,00:00.0,00:00.0,NAU5,86724.93,0-15
2960,U001,200726979,BJ'S  in,49:58.8,2020,1930705549,00:00.0,00:00.0,00:00.0,NAA8,1344.33,0-15
2961,U001,200769623,WAL-MAR co,03:04.4,2020,1930886158,00:00.0,00:00.0,00:00.0,NAH4,1064.58,0-15
2962,U001,200769623,WAL-MAR in,17:19.7,2020,1930580066,00:00.0,00:00.0,00:00.0,NAH4,45234.86,0-15
2963,CA02,140106231,PRATT trust,09:36.0,2020,2960628963,00:00.0,00:00.0,00:00.0,CA10,8017.6468,0-15
2964,U001,200418007,AM systems,31:27.9,2020,1930625317,00:00.0,00:00.0,00:00.0,NAGD,9433.56,0-15
2965,U001,200519201,KROGE corporation,48:35.2,2020,1930735394,00:00.0,00:00.0,00:00.0,NAA8,119778.34,0-15
2966,U001,200769623,WAL-MAR us,27:04.6,2020,1930629449,00:00.0,00:00.0,00:00.0,NAH4,2887.97,0-15
2967,U001,200353024,DECA foundation,26:18.4,2020,1930877177,00:00.0,00:00.0,00:00.0,NAM2,1854.46,
2968,U001,200769623,WAL-MAR us,09:47.7,2020,1930794495,00:00.0,00:00.0,00:00.0,NAH4,41431.07,0-15
2969,U001,200780383,MEIJ systems,53:37.2,2020,1930666577,00:00.0,00:00.0,00:00.0,NAA8,124047.6,0-15
2970,U001,200806580,BE associates,05:31.3,2020,1930584409,00:00.0,00:00.0,00:00.0,NAA8,15064.23,
2971,U001,200707822,PUBLI corp,21:15.6,2020,1930637657,00:00.0,00:00.0,00:00.0,NAA8,137304.66,0-15
2972,U001,200769623,WAL-MAR systems,29:51.4,2020,1930883771,00:00.0,00:00.0,00:00.0,NAH4,44055.61,0-15
2973,U001,200290370,BARGAIN  trust,33:22.2,2020,1930667553,00:00.0,00:00.0,00:00.0,NAA8,3203.64,0-15
2974,U001,200936373,SUPE systems,01:36.4,2020,1930659959,00:00.0,00:00.0,00:00.0,NAA8,80856.68,0-15
2975,U001,200020431,DEC co,19:03.3,2020,1930764985,00:00.0,00:00.0,00:00.0,NAM4,5527.46,
2976,U001,200759878,SA llc,55:29.2,2020,1930684473,00:00.0,00:00.0,00:00.0,NAH4,20383.65,0-15
2977,U001,200721222,GO co,57:00.9,2020,1930782274,00:00.0,00:00.0,00:00.0,NAA8,14617.13,0-15
2978,U001,200704858,WAKE corporation,04:28.6,2020,1930660646,00:00.0,00:00.0,00:00.0,NAA8,80448.41,0-15
2979,CA02,140105686,SYSC associates,07:58.3,2020,2960621326,00:00.0,00:00.0,00:00.0,CA10,18494.927,0-15
2980,U001,200707822,PUBLI corp,25:38.5,2020,1930664511,00:00.0,00:00.0,00:00.0,NAA8,80143.13,0-15
2981,U001,200769623,WAL-MAR co,03:04.4,2020,1930773545,00:00.0,00:00.0,00:00.0,NAH4,5262.6,0-15
2982,U001,200769623,WAL-MAR us,43:27.5,2020,1930593307,00:00.0,00:00.0,00:00.0,NAH4,7668.56,0-15
2983,U001,200793568,SUPE associates,39:14.2,2020,1930749736,00:00.0,00:00.0,00:00.0,NAA8,21480.07,0-15
2984,U001,200726979,BJ'S  corporation,26:34.9,2020,1930780901,00:00.0,00:00.0,00:00.0,NAA8,94.31,
2985,U001,200519201,KROGE foundation,33:54.5,2020,1930603028,00:00.0,00:00.0,00:00.0,NAGD,310588.42,0-15
2986,U001,200762301,C&S WH foundation,46:19.4,2020,1930764230,00:00.0,00:00.0,00:00.0,NAC6,117531.29,0-15
2987,U001,100031704,DELHAIZE co,38:02.9,2020,1930671441,00:00.0,00:00.0,00:00.0,NAA8,64355.64,0-15
2988,U001,200706844,WINC corp,30:14.4,2020,1930636685,00:00.0,00:00.0,00:00.0,NAA8,1445.54,0-15
2989,U001,200726979,BJ'S  trust,03:25.5,2020,1930724552,00:00.0,00:00.0,00:00.0,NAA8,178.63,
2990,U001,200744019,TARG systems,25:51.8,2020,1930859173,00:00.0,00:00.0,00:00.0,NAA8,3220.76,0-15
2991,U001,200418007,AM llc,09:40.1,2020,1930646651,00:00.0,00:00.0,00:00.0,NAA8,34713.36,0-15
2992,U001,200769623,WAL-MAR llc,19:26.1,2020,1930674462,00:00.0,00:00.0,00:00.0,NAH4,16245.61,0-15
2993,U001,200936373,SUPE corp,31:54.4,2020,1930764370,00:00.0,00:00.0,00:00.0,NAA8,97094.2,0-15
2994,U001,200769623,WAL-MAR in,19:48.4,2020,1930829534,00:00.0,00:00.0,00:00.0,NAH4,2322.34,0-15
2995,U001,200769623,WAL-MAR corp,49:35.6,2020,1930621439,00:00.0,00:00.0,00:00.0,NAH4,70811.16,0-15
2996,U001,200759878,SA corp,37:06.0,2020,1930799864,00:00.0,00:00.0,00:00.0,NAH4,49922.31,0-15
2997,U001,200794332,COST associates,56:32.8,2020,1930571629,00:00.0,00:00.0,00:00.0,NAAX,1209.26,
2998,U001,200762301,C&S WH foundation,57:41.8,2020,1930758005,00:00.0,00:00.0,00:00.0,NAC6,61267.69,0-15
2999,U001,200728270,HEI in,52:19.5,2020,1930782732,00:00.0,00:00.0,00:00.0,NAA8,133922.54,0-15
3000,U001,200761734,H E BUT corp,57:59.1,2020,1930758260,00:00.0,00:00.0,00:00.0,NAA8,13269.25,
3001,U001,200744019,TARG foundation,55:14.2,2020,1930747821,00:00.0,00:00.0,00:00.0,NAA8,5026.39,0-15
3002,U001,200769623,WAL-MAR us,49:35.6,2020,1930758294,00:00.0,00:00.0,00:00.0,NAH4,76880.66,0-15
3003,U001,200769623,WAL-MAR us,31:16.5,2020,1930789756,00:00.0,00:00.0,00:00.0,NAH4,17439.21,0-15
3004,U001,200769623,WAL-MAR systems,43:27.5,2020,1930619222,00:00.0,00:00.0,00:00.0,NAH4,9043.47,0-15
3005,U001,200418007,AM co,49:07.5,2020,1930802808,00:00.0,00:00.0,00:00.0,NAA8,14182.71,0-15
3006,U001,200769623,WAL-MAR us,38:12.7,2020,1930837564,00:00.0,00:00.0,00:00.0,NAH4,35084,0-15
3007,CA02,140106408,WAL-M ,53:56.5,2020,2960622648,00:00.0,00:00.0,00:00.0,CA10,32337.8916,16-30
3008,CA02,140106408,WAL-M in,21:28.6,2020,2960628265,00:00.0,00:00.0,00:00.0,CA10,5133.4516,16-30
3009,U001,200416837,DEC ,56:45.3,2020,1930856792,00:00.0,00:00.0,00:00.0,NAM4,195.36,
3010,U001,200769623,WAL-MAR trust,27:46.9,2020,1930847595,00:00.0,00:00.0,00:00.0,NAH4,19370.98,0-15
3011,U001,200761734,H E BUT associates,38:34.5,2020,1930720473,00:00.0,00:00.0,00:00.0,NAA8,16171.35,
3012,CA02,140106271,LONGO  us,20:08.2,2020,2960623262,00:00.0,00:00.0,00:00.0,CA10,14153.6637,0-15
3013,U001,200794332,COST associates,57:42.0,2020,1930688798,00:00.0,00:00.0,00:00.0,NAAX,51557.44,0-15
3014,U001,200704858,WAKE ,02:16.5,2020,1930832523,00:00.0,00:00.0,00:00.0,NAA8,102619.53,0-15
3015,U001,200366118,AN ,16:33.6,2020,1930675734,00:00.0,00:00.0,00:00.0,NAA8,8388.23,0-15
3016,U001,200790165,CONSO corporation,29:09.0,2020,1930646119,00:00.0,00:00.0,00:00.0,NAA8,26496,0-15
3017,U001,200794332,COST trust,10:36.1,2020,1930862104,00:00.0,00:00.0,00:00.0,NAAX,5531.59,
3018,U001,200725421,BEN  llc,17:42.6,2020,1930830348,00:00.0,00:00.0,00:00.0,NAA8,29238.65,
3019,U001,200706844,WINC co,09:43.8,2020,1930666160,00:00.0,00:00.0,00:00.0,NAA8,53058.2,0-15
3020,U001,200793830,M corporation,06:47.6,2020,1930752415,00:00.0,00:00.0,00:00.0,NAGD,37261.43,
3021,U001,200707822,PUBLI foundation,53:04.9,2020,1930755192,00:00.0,00:00.0,00:00.0,NAA8,61584.25,0-15
3022,U001,200762950,HAR llc,30:48.3,2020,1930764821,00:00.0,00:00.0,00:00.0,NAA8,111055.12,0-15
3023,U001,200290370,BARGAIN  ,18:21.9,2020,1930585002,00:00.0,00:00.0,00:00.0,NAA8,12411,0-15
3024,U001,200769623,WAL-MAR ,58:07.3,2020,1930714811,00:00.0,00:00.0,00:00.0,NAH4,25292.05,0-15
3025,U001,200707005,KING S corporation,58:41.5,2020,1930578955,00:00.0,00:00.0,00:00.0,NAA8,17114.82,
3026,U001,200759878,SA corp,01:20.8,2020,1930732714,00:00.0,00:00.0,00:00.0,NAH4,80029.11,0-15
3027,U001,200803720,DEC associates,31:38.4,2020,1930773038,00:00.0,00:00.0,00:00.0,NAM1,191.68,
3028,U001,200769623,WAL-MAR systems,46:17.5,2020,1930635726,00:00.0,00:00.0,00:00.0,NAH4,13836.18,0-15
3029,U001,200769623,WAL-MAR corporation,20:42.3,2020,1930600038,00:00.0,00:00.0,00:00.0,NAH4,60419.27,0-15
3030,U001,200983712,FAMOS trust,30:39.6,2020,1930832553,00:00.0,00:00.0,00:00.0,NAA8,64690.87,0-15
3031,U001,200769623,WAL-MAR systems,44:35.1,2020,1930648447,00:00.0,00:00.0,00:00.0,NAH4,35276.75,0-15
3032,CA02,140106408,WAL-M foundation,33:28.2,2020,2960625530,00:00.0,00:00.0,00:00.0,CA10,3161.8012,0-15
3033,U001,200793568,SUPE in,18:40.6,2020,1930781253,00:00.0,00:00.0,00:00.0,NAA8,36781.31,0-15
3034,U001,200881076,ALBERT foundation,34:38.2,2020,1930668198,00:00.0,00:00.0,00:00.0,NAA8,123543.83,16-30
3035,U001,200769623,WAL-MAR corporation,08:59.0,2020,1930852142,00:00.0,00:00.0,00:00.0,NAH4,1085.08,0-15
3036,U001,200769623,WAL-MAR ,43:28.4,2020,1930856529,00:00.0,00:00.0,00:00.0,NAH4,23976.84,0-15
3037,CA02,140104423,METRO  ,11:04.3,2020,2960620852,00:00.0,00:00.0,00:00.0,CA10,48824.4648,0-15
3038,U001,200769623,WAL-MAR us,43:27.5,2020,1930598702,00:00.0,00:00.0,00:00.0,NAH4,9183.24,0-15
3039,U001,200777735,NASH  corp,29:11.4,2020,1930595867,00:00.0,00:00.0,00:00.0,NAA8,431.95,0-15
3040,U001,200353024,DECA foundation,51:54.5,2020,1930812801,00:00.0,00:00.0,00:00.0,NAM4,3935.52,
3041,U001,CCU013,KRAFT F corporation,45:03.7,2020,1930685592,00:00.0,00:00.0,00:00.0,NAX2,13294.86,31-45
3042,U001,200770677,KRAS systems,16:34.5,2020,1930571005,00:00.0,00:00.0,00:00.0,NAA8,45808.43,0-15
3043,CA02,140104285,BUY- in,34:35.4,2020,2960622848,00:00.0,00:00.0,00:00.0,CA10,5042.3488,0-15
3044,U001,200793122,PIGGLY ,05:44.9,2020,1930642421,00:00.0,00:00.0,00:00.0,NAA8,75409.9,0-15
3045,U001,200707822,PUBLI in,03:53.8,2020,1930642630,00:00.0,00:00.0,00:00.0,NAA8,170703.22,0-15
3046,U001,200418007,AM co,59:34.6,2020,1930650667,00:00.0,00:00.0,00:00.0,NAA8,14378.47,0-15
3047,U001,200799367,MCL trust,48:30.3,2020,1930671181,00:00.0,00:00.0,00:00.0,NAA8,11498.11,0-15
3048,U001,200759878,SA in,39:08.6,2020,1930593347,00:00.0,00:00.0,00:00.0,NAH4,13976.95,0-15
3049,U001,200784489,GE corp,08:32.9,2020,1930671366,00:00.0,00:00.0,00:00.0,NAA8,30457.31,
3050,U001,200726979,BJ'S  ,36:19.8,2020,1930617482,00:00.0,00:00.0,00:00.0,NAA8,332.47,
3051,U001,200769623,WAL-MAR systems,39:55.1,2020,1930581854,00:00.0,00:00.0,00:00.0,NAH4,17332.53,0-15
3052,U001,200742521,GLA corporation,54:12.1,2020,1930583682,00:00.0,00:00.0,00:00.0,NAA8,42775.37,0-15
3053,U001,200799538,UNITE associates,00:13.5,2020,1930730432,00:00.0,00:00.0,00:00.0,NAGD,2959.64,0-15
3054,U001,200776463,KROGE ,54:12.3,2020,1930703424,00:00.0,00:00.0,00:00.0,NAA8,48826.24,0-15
3055,CA02,140104409,LOB trust,08:30.6,2020,2960634612,00:00.0,00:00.0,00:00.0,CA10,73562.0982,0-15
3056,U001,200078795,H T H in,54:11.9,2020,1930838800,00:00.0,00:00.0,00:00.0,NAA8,446.41,0-15
3057,U001,200573068,GROCE llc,22:16.2,2020,1930706530,00:00.0,00:00.0,00:00.0,NAA8,19349.89,
3058,U001,200769623,WAL-MAR us,27:46.9,2020,1930838907,00:00.0,00:00.0,00:00.0,NAH4,15596.28,0-15
3059,U001,200712102,SUGAR  llc,05:48.9,2020,1930572469,00:00.0,00:00.0,00:00.0,NAVQ,21000.72,0-15
3060,U001,200936373,SUPE associates,10:08.9,2020,1930706357,00:00.0,00:00.0,00:00.0,NAA8,41281.94,0-15
3061,U001,200769623,WAL-MAR ,05:24.8,2020,1930814025,00:00.0,00:00.0,00:00.0,NAH4,1898.2,0-15
3062,CA02,CCU001,KRAFT  corp,59:36.3,2020,2960623586,00:00.0,00:00.0,00:00.0,NAG2,30970.2594,0-15
3063,U001,200935607,CHICKE associates,10:36.2,2020,1930617496,00:00.0,00:00.0,00:00.0,NAA8,38548.46,
3064,U001,200769623,WAL-MAR foundation,51:19.9,2020,1930581356,00:00.0,00:00.0,00:00.0,NAH4,213.34,0-15
3065,U001,200769623,WAL-MAR trust,32:57.4,2020,1930793951,00:00.0,00:00.0,00:00.0,NAH4,661.11,0-15
3066,U001,200794332,COST trust,55:09.8,2020,1930609538,00:00.0,00:00.0,00:00.0,NAAX,32715.47,
3067,U001,200794332,COST us,21:15.9,2020,1930660677,00:00.0,00:00.0,00:00.0,NAAX,7408.91,
3068,U001,200764795,SYSCO  corporation,53:43.2,2020,1930804508,00:00.0,00:00.0,00:00.0,NAA8,2506.25,0-15
3069,U001,200793513,KROGER ,51:17.5,2020,1930706047,00:00.0,00:00.0,00:00.0,NAA8,11136.36,0-15
3070,CA02,140104423,METRO  systems,05:55.9,2020,2960627436,00:00.0,00:00.0,00:00.0,CA10,45680.1542,0-15
3071,U001,200762301,C&S WH trust,03:21.6,2020,1930752348,00:00.0,00:00.0,00:00.0,NAC6,10988.58,
3072,CA02,140104409,LOB us,31:55.3,2020,2960633349,00:00.0,00:00.0,00:00.0,CA10,173878.5892,0-15
3073,U001,200762301,C&S WH us,34:48.4,2020,1930800172,00:00.0,00:00.0,00:00.0,NAGD,6013.98,
3074,U001,200705742,DOT llc,21:20.3,2020,1930704663,00:00.0,00:00.0,00:00.0,NA32,19549.09,
3075,U001,200704045,RA co,49:18.7,2020,1930718094,00:00.0,00:00.0,00:00.0,NAA8,66274.65,0-15
3076,U001,200769623,WAL-MAR foundation,03:04.4,2020,1930647754,00:00.0,00:00.0,00:00.0,NAH4,6285.81,0-15
3077,U001,200725421,BEN  corp,27:16.6,2020,1930681903,00:00.0,00:00.0,00:00.0,NAA8,27102.2,
3078,U001,200418007,AM us,10:05.5,2020,1930840914,00:00.0,00:00.0,00:00.0,NAA8,5728.95,0-15
3079,U001,200769623,WAL-MAR in,36:13.0,2020,1930683544,00:00.0,00:00.0,00:00.0,NAH4,4341.39,0-15
3080,U001,200152991,JET trust,18:01.5,2020,1930597436,00:00.0,00:00.0,00:00.0,NAD1,1779.23,0-15
3081,U001,100033439,WESTI corp,44:44.2,2020,1930808214,00:00.0,00:00.0,00:00.0,NA10,26044.2,0-15
3082,U001,200148860,DOLLA corporation,15:50.2,2020,1930808209,00:00.0,00:00.0,00:00.0,NAGD,27219.58,
3083,U001,200020431,DEC trust,05:29.6,2020,1930817764,00:00.0,00:00.0,00:00.0,NAM4,1236.6,
